order_id,student_id,ts,course,amount
O0186,342,2026-08-13 09:48:34,Теория вероятностей,9950.0
O0420,343,2026-09-01 19:07:54,ML старт,8950.0
O0560,344,2026-09-06 14:48:52,AI агенты,8950.0
O0459,345,2026-09-03 16:33:15,Аналитика про,8950.0
O0214,346,2026-08-18 10:15:05,ML старт,8745.0
O0579,347,2026-09-06 18:35:08,Аналитика про,7475.0
O0182,348,2026-08-12 19:17:21,К ВУЗу,6950.0
O0620,349,2026-09-09 16:10:16,Алгоритмы старт,7475.0
O0531,350,2026-09-05 18:12:55,Аналитика про,8450.0
O0225,351,2026-08-20 11:12:25,Линейная алгебра,9450.0
O0458,352,2026-09-03 16:22:06,Алгоритмы про,8450.0
O0242,353,2026-08-22 11:39:22,Аналитика старт,8950.0
O0475,354,2026-09-04 13:47:25,Дискретка,8245.0
O0439,355,2026-09-02 14:30:26,Backend про,8450.0
O0079,356,2026-08-09 13:48:05,Backend старт,6950.0
O0300,357,2026-08-24 02:46:33,Теория вероятностей,9950.0
O0612,358,2026-09-09 06:30:33,Аналитика про,8450.0
O0580,359,2026-09-06 18:40:33,Аналитика старт,7475.0
O0296,360,2026-08-23 20:57:22,AI агенты,8950.0
O0211,361,2026-08-17 10:53:42,ML старт,8745.0
O0211,361,2026-08-17 10:53:42,Алгоритмы старт,8745.0
O0514,362,2026-09-05 14:52:23,ML про,8450.0
O0468,363,2026-09-04 06:28:52,Backend про,8945.0
O0183,364,2026-08-13 00:01:02,Аналитика про,8475.0
O0089,365,2026-08-09 16:15:08,ML старт,6490.0
O0563,366,2026-09-06 15:18:37,AI агенты,2237.5
O0563,366,2026-09-06 15:18:37,ML про,2237.5
O0563,366,2026-09-06 15:18:37,ML старт,2237.5
O0563,366,2026-09-06 15:18:37,Алгоритмы старт,2237.5
O0288,367,2026-08-23 18:18:15,Аналитика старт,8245.0
O0309,368,2026-08-24 14:21:10,Аналитика про,8950.0
O0116,369,2026-08-09 18:53:23,Алгоритмы старт,4495.0
O0036,370,2026-08-08 14:10:35,Backend старт,6490.0
O0239,370,2026-08-22 11:14:12,Backend про,5750.0
O0103,371,2026-08-09 17:17:09,ML старт,4950.0
O0103,371,2026-08-09 17:17:09,Алгоритмы старт,4950.0
O0247,372,2026-08-22 15:11:44,AI агенты,7450.0
O0256,373,2026-08-22 18:58:36,Алгоритмы про,7475.0
O0256,373,2026-08-22 18:58:36,Алгоритмы старт,7475.0
O0122,374,2026-08-09 19:11:48,Data Science,6450.0
O0477,375,2026-09-04 14:19:28,Алгоритмы про,7000.0
O0457,376,2026-09-03 15:43:04,К ВУЗу,6950.0
O0536,377,2026-09-05 19:24:12,Аналитика про,7475.0
O0536,377,2026-09-05 19:24:12,Аналитика старт,7475.0
O0479,378,2026-09-04 15:08:47,Аналитика про,8950.0
O0473,379,2026-09-04 11:44:55,Аналитика про,7475.0
O0104,380,2026-08-09 17:19:11,ML старт,6490.0
O0616,381,2026-09-09 14:46:43,Аналитика старт,8950.0
O0119,382,2026-08-09 18:58:42,ML старт,4450.0
O0119,382,2026-08-09 18:58:42,Алгоритмы старт,4450.0
O0476,383,2026-09-04 14:11:02,Аналитика про,8950.0
O0492,384,2026-09-04 20:38:50,Аналитика про,8450.0
O0438,385,2026-09-02 14:17:34,АВ тестам,5975.0
O0438,385,2026-09-02 14:17:34,Аналитика старт,5975.0
O0223,386,2026-08-19 13:53:46,Backend про,7000.0
O0391,387,2026-08-31 09:09:41,AI агенты,8545.0
O0178,388,2026-08-12 13:28:18,ML старт,7000.0
O0071,389,2026-08-09 10:18:12,ML старт,4950.0
O0071,389,2026-08-09 10:18:12,Алгоритмы старт,4950.0
O0156,389,2026-08-10 19:12:23,Аналитика старт,5990.0
O0405,390,2026-09-01 02:23:30,Аналитика старт,8975.0
O0199,391,2026-08-14 18:55:11,Алгоритмы старт,8745.0
O0226,392,2026-08-20 13:14:17,Аналитика старт,8745.0
O0360,393,2026-08-29 09:45:18,Мат анализ,9450.0
O0497,394,2026-09-05 10:17:43,Алгоритмы про,8950.0
O0451,395,2026-09-03 11:18:32,ML про,8950.0
O0583,396,2026-09-06 19:15:37,Мат анализ,9950.0
O0503,397,2026-09-05 11:02:15,Аналитика старт,8950.0
O0530,398,2026-09-05 18:06:36,ML про,8950.0
O0581,399,2026-09-06 19:02:33,ML про,8950.0
O0086,400,2026-08-09 16:12:09,Алгоритмы старт,6490.0
O0059,401,2026-08-08 22:16:55,Backend про,8245.0
O0108,402,2026-08-09 17:25:40,ML старт,4995.0
O0108,402,2026-08-09 17:25:40,Алгоритмы старт,4995.0
O0462,402,2026-09-03 17:30:08,ML про,8450.0
O0392,403,2026-08-31 10:18:44,Backend про,8950.0
O0445,404,2026-09-02 19:30:00,Алгоритмы про,7475.0
O0512,405,2026-09-05 14:29:26,Backend старт,8950.0
O0509,406,2026-09-05 13:55:08,ML про,8450.0
O0624,407,2026-09-09 23:11:20,Линейная алгебра,8950.0
O0144,408,2026-08-10 15:22:41,Аналитика старт,6490.0
O0465,409,2026-09-03 21:58:56,AI агенты,5000.0
O0043,410,2026-08-08 16:51:05,Backend старт,6490.0
O0372,411,2026-08-30 11:21:33,AI агенты,8545.0
O0034,412,2026-08-08 14:06:52,ML старт,4995.0
O0034,412,2026-08-08 14:06:52,Алгоритмы старт,4995.0
O0219,413,2026-08-18 19:40:47,Аналитика старт,8745.0
O0523,414,2026-09-05 16:25:16,ML про,8950.0
O0062,415,2026-08-09 04:51:42,Backend старт,4995.0
O0540,416,2026-09-05 21:19:33,Backend про,6975.0
O0540,416,2026-09-05 21:19:33,ML про,6975.0
O0159,417,2026-08-11 10:51:54,К ВУЗу,6950.0
O0334,418,2026-08-26 04:03:43,Backend про,7475.0
O0334,418,2026-08-26 04:03:43,Backend старт,7475.0
O0430,419,2026-09-02 10:06:52,ML про,7475.0
O0430,419,2026-09-02 10:06:52,Алгоритмы про,7475.0
O0200,420,2026-08-14 20:17:00,К ВУЗу,6950.0
O0058,421,2026-08-08 20:25:37,Data Engenering,4995.0
O0058,421,2026-08-08 20:25:37,Алгоритмы,4995.0
O0441,422,2026-09-02 15:30:05,Теория вероятностей,9450.0
O0411,423,2026-09-01 12:44:58,ML про,7475.0
O0286,424,2026-08-23 17:45:31,AI агенты,7475.0
O0286,424,2026-08-23 17:45:31,Аналитика про,7475.0
O0304,425,2026-08-24 07:03:39,AI агенты,8503.0
O0185,426,2026-08-13 09:26:22,ML старт,6000.0
O0049,427,2026-08-08 19:23:46,ML старт,4950.0
O0049,427,2026-08-08 19:23:46,Алгоритмы,4950.0
O0489,428,2026-09-04 18:33:44,ML про,8950.0
O0489,428,2026-09-04 18:33:44,ML старт,8950.0
O0605,429,2026-09-08 13:04:06,Мат анализ,9950.0
O0003,430,2026-08-04 13:38:06,К ВУЗу,8950.0
O0279,430,2026-08-23 16:17:56,К ВУЗу,8000.0
O0519,431,2026-09-05 15:28:29,Алгоритмы старт,8950.0
O0366,432,2026-08-29 19:39:58,Backend про,8950.0
O0366,432,2026-08-30 10:31:12,AI агенты,8545.0
O0124,433,2026-08-09 19:40:37,ML старт,4950.0
O0124,433,2026-08-09 19:40:37,Алгоритмы старт,4950.0
O0564,434,2026-09-06 15:23:19,Backend про,8450.0
O0088,435,2026-08-09 16:13:53,Аналитика про,4950.0
O0088,435,2026-08-09 16:13:53,Аналитика старт,4950.0
O0275,436,2026-08-23 15:04:52,Алгоритмы про,8450.0
O0001,437,2026-08-04 09:08:31,ML про,8950.0
O0001,437,2026-08-04 09:35:00,Аналитика старт,7890.0
O0235,437,2026-08-22 08:23:59,AI агенты,8950.0
O0379,437,2026-08-30 16:16:42,AI агенты,1000.0
O0614,438,2026-09-09 13:24:37,Аналитика про,8950.0
O0125,439,2026-08-09 20:20:29,Backend старт,6490.0
O0301,440,2026-08-24 03:20:05,ML про,7475.0
O0208,441,2026-08-16 09:40:30,Алгоритмы старт,8745.0
O0196,442,2026-08-14 11:21:45,К ВУЗу,6950.0
O0002,443,2026-08-04 10:14:38,Линейная алгебра,8475.0
O0002,443,2026-08-04 10:14:38,Мат анализ,8475.0
O0622,444,2026-09-09 16:46:07,Алгоритмы про,7475.0
O0622,444,2026-09-09 16:46:07,Алгоритмы старт,7475.0
O0130,445,2026-08-10 00:36:19,Аналитика про,4950.0
O0136,446,2026-08-10 09:02:50,Data Engenering,6950.0
O0271,447,2026-08-23 13:46:56,Backend про,8450.0
O0198,448,2026-08-14 14:23:30,ML про,8475.0
O0198,448,2026-08-14 14:23:30,ML старт,8475.0
O0575,449,2026-09-06 17:28:24,Алгоритмы старт,8950.0
O0447,450,2026-09-03 06:06:37,Backend про,8950.0
O0038,451,2026-08-08 16:24:46,Backend про,8245.0
O0331,452,2026-08-25 21:09:34,AI агенты,8450.0
O0166,453,2026-08-11 17:07:53,Алгоритмы старт,4950.0
O0586,454,2026-09-07 04:33:26,ML про,8950.0
O0322,455,2026-08-25 07:53:50,Backend старт,8950.0
O0608,456,2026-09-08 17:57:42,Мат анализ,9950.0
O0070,457,2026-08-09 10:16:31,Алгоритмы старт,6490.0
O0243,458,2026-08-22 11:58:37,Backend про,8450.0
O0021,459,2026-08-07 11:31:08,Мат анализ,9950.0
O0177,460,2026-08-12 13:12:40,Аналитика старт,8745.0
O0517,461,2026-09-05 15:01:05,Аналитика про,7475.0
O0517,461,2026-09-05 15:01:05,Аналитика старт,7475.0
O0100,462,2026-08-09 16:45:22,Алгоритмы старт,500.0
O0327,463,2026-08-25 13:16:31,ML про,8950.0
O0153,464,2026-08-10 18:30:49,Аналитика старт,4500.0
O0590,465,2026-09-07 08:21:23,Алгоритмы,4225.0
O0339,466,2026-08-26 13:56:39,ML про,8950.0
O0141,467,2026-08-10 13:55:50,Аналитика старт,6490.0
O0220,468,2026-08-19 07:10:12,Линейная алгебра,9450.0
O0051,469,2026-08-08 19:45:24,Алгоритмы,4950.0
O0106,470,2026-08-09 17:24:05,ML старт,4950.0
O0106,470,2026-08-09 17:24:05,Алгоритмы,4950.0
O0488,471,2026-09-04 18:12:51,Линейная алгебра,9950.0
O0557,472,2026-09-06 13:45:12,ML про,8950.0
O0032,473,2026-08-08 13:57:16,Алгоритмы,10000.0
O0194,474,2026-08-14 07:16:32,К ВУЗу,6950.0
O0312,475,2026-08-24 15:16:31,Линейная алгебра,9950.0
O0083,476,2026-08-09 14:14:07,ML старт,4450.0
O0083,476,2026-08-09 14:14:07,Алгоритмы старт,4450.0
O0018,477,2026-08-06 14:52:49,Теория вероятностей,500.0
O0215,477,2026-08-18 15:06:11,Линейная алгебра,9450.0
O0128,478,2026-08-10 00:13:55,Data Engenering,6450.0
O0207,479,2026-08-16 09:40:02,Аналитика старт,8745.0
O0004,480,2026-08-04 16:17:19,Data Science,15695.0
O0023,481,2026-08-07 13:09:54,ML про,8745.0
O0204,482,2026-08-15 16:30:16,ML старт,8475.0
O0204,482,2026-08-15 16:30:16,Алгоритмы,8475.0
O0365,483,2026-08-29 19:38:52,AI агенты,8450.0
O0205,484,2026-08-15 19:17:47,Аналитика старт,8745.0
O0250,485,2026-08-22 16:02:00,Аналитика про,8450.0
O0427,486,2026-09-02 09:28:52,Backend про,8950.0
O0504,487,2026-09-05 11:02:17,ML про,7475.0
O0504,487,2026-09-05 11:02:17,ML старт,7475.0
O0099,488,2026-08-09 16:36:09,Алгоритмы,19350.0
O0305,489,2026-08-24 08:47:25,ML старт,8850.0
O0470,490,2026-09-04 10:01:44,AI агенты,8450.0
O0592,491,2026-09-07 09:04:54,Аналитика про,8950.0
O0228,492,2026-08-20 14:21:52,Теория вероятностей,9950.0
O0442,493,2026-09-02 16:44:53,Линейная алгебра,9950.0
O0535,494,2026-09-05 19:15:54,Алгоритмы про,8959.0
O0407,495,2026-09-01 10:30:21,ML про,7475.0
O0407,495,2026-09-01 10:30:21,ML старт,7475.0
O0246,496,2026-08-22 15:01:37,ML старт,8950.0
O0393,497,2026-08-31 12:11:14,Backend про,8950.0
O0151,498,2026-08-10 18:10:53,Аналитика про,4500.0
O0151,498,2026-08-10 18:10:53,Аналитика старт,4500.0
O0606,499,2026-09-08 13:24:34,Аналитика про,8950.0
O0140,500,2026-08-10 13:21:01,Аналитика старт,6490.0
O0227,501,2026-08-20 14:06:32,ML старт,8745.0
O0495,502,2026-09-05 10:11:25,ML про,8450.0
O0395,503,2026-08-31 14:40:32,Аналитика про,7471.5
O0395,503,2026-08-31 14:40:32,Аналитика старт,7471.5
O0448,504,2026-09-03 06:27:49,Аналитика старт,5975.0
O0167,505,2026-08-11 18:00:05,ML старт,4950.0
O0167,505,2026-08-11 18:00:05,Алгоритмы старт,4950.0
O0343,506,2026-08-27 12:29:06,AI агенты,8950.0
O0057,507,2026-08-08 20:12:46,ML старт,6490.0
O0127,508,2026-08-09 21:33:27,Backend старт,4950.0
O0127,508,2026-08-09 21:33:27,Алгоритмы старт,4950.0
O0450,508,2026-09-03 08:29:32,Backend про,5750.0
O0601,509,2026-09-07 16:51:31,Теория вероятностей,18900.0
O0500,510,2026-09-05 10:34:42,AI агенты,8950.0
O0045,511,2026-08-08 17:29:42,Аналитика старт,4950.0
O0042,512,2026-08-08 16:43:12,Алгоритмы старт,4995.0
O0285,513,2026-08-23 17:34:10,AI агенты,6975.0
O0285,513,2026-08-23 17:34:10,Алгоритмы про,6975.0
O0265,514,2026-08-23 09:48:08,ML старт,8950.0
O0505,515,2026-09-05 12:09:36,Аналитика про,8450.0
O0044,516,2026-08-08 16:59:49,Алгоритмы старт,4950.0
O0044,516,2026-08-08 16:59:49,Аналитика старт,4950.0
O0507,517,2026-09-05 12:48:03,Аналитика про,8950.0
O0029,518,2026-08-08 12:37:37,Алгоритмы старт,6490.0
O0146,519,2026-08-10 16:09:27,Алгоритмы старт,4950.0
O0146,519,2026-08-10 16:09:27,Аналитика про,4950.0
O0146,519,2026-08-10 16:09:27,Аналитика старт,4950.0
O0066,520,2026-08-09 09:27:27,Аналитика старт,6490.0
O0179,521,2026-08-12 14:21:51,К ВУЗу,6450.0
O0212,522,2026-08-17 16:24:17,К ВУЗу,6950.0
O0435,523,2026-09-02 11:00:48,Backend про,8450.0
O0410,524,2026-09-01 11:54:01,Аналитика про,8945.0
O0248,525,2026-08-22 15:39:49,Аналитика старт,8950.0
O0344,526,2026-08-27 13:32:56,AI агенты,8950.0
O0074,527,2026-08-09 10:49:47,ML старт,4950.0
O0074,527,2026-08-09 10:49:47,Алгоритмы старт,4950.0
O0573,528,2026-09-06 16:54:20,ML про,8950.0
O0308,529,2026-08-24 13:11:03,Алгоритмы про,7475.0
O0308,529,2026-08-24 13:11:03,Алгоритмы старт,7475.0
O0582,530,2026-09-06 19:09:38,Аналитика про,8950.0
O0371,531,2026-08-30 10:04:17,Backend старт,8950.0
O0037,532,2026-08-08 16:22:47,Аналитика про,4995.0
O0037,532,2026-08-08 16:22:47,Аналитика старт,4995.0
O0499,533,2026-09-05 10:24:14,AI агенты,8450.0
O0374,534,2026-08-30 12:55:04,AI агенты,8450.0
O0369,535,2026-08-30 08:24:30,Backend старт,7475.0
O0369,535,2026-08-30 08:24:30,Алгоритмы старт,7475.0
O0176,536,2026-08-12 12:22:52,Аналитика про,8475.0
O0176,536,2026-08-12 12:22:52,Аналитика старт,8475.0
O0170,537,2026-08-12 04:49:43,ML старт,4950.0
O0170,537,2026-08-12 04:49:43,Алгоритмы старт,4950.0
O0387,538,2026-08-31 06:14:52,Backend старт,7475.0
O0387,538,2026-08-31 06:14:52,Алгоритмы старт,7475.0
O0294,539,2026-08-23 20:55:41,AI агенты,8950.0
O0516,540,2026-09-05 14:57:41,Аналитика про,8950.0
O0434,541,2026-09-02 10:48:17,Алгоритмы старт,7475.0
O0434,541,2026-09-02 10:48:17,Аналитика старт,7475.0
O0289,542,2026-08-23 18:26:56,Backend старт,8950.0
O0082,543,2026-08-09 14:01:24,Алгоритмы старт,4950.0
O0133,544,2026-08-10 06:26:01,Алгоритмы,4995.0
O0538,545,2026-09-05 19:45:17,ML про,8950.0
O0155,546,2026-08-10 19:07:51,Аналитика старт,6490.0
O0415,547,2026-09-01 15:53:22,Backend про,7475.0
O0415,547,2026-09-01 15:53:22,Алгоритмы про,7475.0
O0604,548,2026-09-08 12:45:32,AI агенты,6975.0
O0604,548,2026-09-08 12:45:32,ML про,6975.0
O0303,549,2026-08-24 05:25:17,AI агенты,8222.5
O0303,549,2026-08-24 05:25:17,Backend про,8222.5
O0093,550,2026-08-09 16:24:42,Алгоритмы старт,5463.34
O0429,551,2026-09-02 09:58:19,Backend про,8950.0
O0335,552,2026-08-26 04:37:12,Аналитика про,7475.0
O0533,553,2026-09-05 18:27:14,ML про,8950.0
O0031,554,2026-08-08 12:44:01,ML старт,5000.0
O0031,554,2026-08-08 12:44:01,Алгоритмы старт,5000.0
O0428,555,2026-09-02 09:38:46,Алгоритмы про,7475.0
O0428,555,2026-09-02 09:38:46,Алгоритмы старт,7475.0
O0518,556,2026-09-05 15:17:14,Аналитика про,7475.0
O0284,557,2026-08-23 16:56:11,ML про,8950.0
O0425,558,2026-09-02 08:49:58,Линейная алгебра,8245.0
O0260,559,2026-08-23 04:11:37,Алгоритмы,8450.0
O0328,560,2026-08-25 14:09:51,AI агенты,8950.0
O0464,561,2026-09-03 18:55:28,Теория вероятностей,18900.0
O0213,562,2026-08-17 22:34:23,ML старт,8745.0
O0109,563,2026-08-09 17:28:24,Аналитика старт,6490.0
O0206,564,2026-08-16 04:38:14,Аналитика старт,8745.0
O0378,565,2026-08-30 15:30:24,Алгоритмы про,6975.0
O0378,565,2026-08-30 15:30:24,Алгоритмы старт,6975.0
O0383,566,2026-08-30 18:45:42,ML про,8450.0
O0618,567,2026-09-09 15:06:26,AI агенты,7475.0
O0618,567,2026-09-09 15:06:26,Алгоритмы про,7475.0
O0346,568,2026-08-27 15:10:07,ML старт,7475.0
O0346,568,2026-08-27 15:10:07,Аналитика про,7475.0
O0542,569,2026-09-06 08:00:03,Backend про,8950.0
O0065,570,2026-08-09 09:24:57,Алгоритмы старт,4995.0
O0065,570,2026-08-09 09:24:57,Аналитика старт,4995.0
O0006,571,2026-08-04 17:19:52,ML про,8475.0
O0006,571,2026-08-04 17:19:52,ML старт,8475.0
O0440,572,2026-09-02 14:54:22,Аналитика про,8945.0
O0370,573,2026-08-30 09:39:42,AI агенты,8950.0
O0485,574,2026-09-04 16:29:01,ML про,7475.0
O0222,575,2026-08-19 09:21:46,Алгоритмы старт,8245.0
O0222,575,2026-08-19 09:21:46,Аналитика про,8245.0
O0222,575,2026-08-19 09:21:46,Аналитика старт,8245.0
O0487,576,2026-09-04 17:26:34,ML старт,7475.0
O0094,577,2026-08-09 16:26:30,Backend старт,5463.33
O0232,578,2026-08-21 12:29:55,Аналитика про,8245.0
O0019,579,2026-08-06 16:20:47,ML старт,8245.0
O0273,580,2026-08-23 14:38:29,AI агенты,8950.0
O0268,581,2026-08-23 11:19:47,ML про,8950.0
O0478,582,2026-09-04 15:03:52,Аналитика старт,8950.0
O0319,583,2026-08-25 04:27:38,AI агенты,8950.0
O0145,584,2026-08-10 15:33:39,Алгоритмы старт,6490.0
O0367,585,2026-08-29 19:40:39,AI агенты,6975.0
O0367,585,2026-08-29 19:40:39,ML про,6975.0
O0180,586,2026-08-12 17:45:53,Аналитика старт,8745.0
O0341,587,2026-08-26 21:47:21,AI агенты,8450.0
O0157,588,2026-08-11 02:43:57,К ВУЗу,6450.0
O0111,589,2026-08-09 18:06:31,Алгоритмы старт,5990.0
O0472,590,2026-09-04 11:04:11,Backend про,8945.0
O0496,591,2026-09-05 10:13:46,AI агенты,8450.0
O0224,592,2026-08-19 20:38:02,Алгоритмы старт,8245.0
O0585,593,2026-09-06 19:53:15,Мат анализ,9950.0
O0463,594,2026-09-03 18:16:38,AI агенты,5000.0
O0252,595,2026-08-22 16:55:59,AI агенты,7475.0
O0252,595,2026-08-22 16:55:59,ML про,7475.0
O0524,596,2026-09-05 16:26:36,ML про,8950.0
O0110,597,2026-08-09 18:00:04,ML старт,5990.0
O0067,598,2026-08-09 09:43:34,Backend старт,4950.0
O0067,598,2026-08-09 09:43:34,Алгоритмы,4950.0
O0338,599,2026-08-26 12:25:10,Аналитика старт,8950.0
O0397,599,2026-08-31 16:05:26,Аналитика про,8950.0
O0249,600,2026-08-22 15:48:13,AI агенты,7450.0
O0467,601,2026-09-04 04:51:49,AI агенты,7475.0
O0467,601,2026-09-04 04:51:49,ML про,7475.0
O0467,601,2026-09-04 04:51:49,ML старт,7475.0
O0558,601,2026-09-06 14:28:33,Аналитика про,6975.0
O0558,601,2026-09-06 14:28:33,Аналитика старт,6975.0
O0528,602,2026-09-05 17:42:39,Backend про,8450.0
O0216,603,2026-08-18 16:34:39,Аналитика старт,8745.0
O0584,604,2026-09-06 19:17:57,Аналитика старт,8950.0
O0336,605,2026-08-26 07:26:53,Алгоритмы про,8950.0
O0154,606,2026-08-10 18:36:00,К ВУЗу,6450.0
