order_id,student_id,ts,revenue,n_items,courses,seq,is_repeat
O0357,314,2026-08-28 18:44:36,8950.0,1,Аналитика старт,1,False
O0358,236,2026-08-29 05:27:29,7475.0,1,ML про,1,False
O0359,340,2026-08-29 09:29:52,11950.0,2,АВ тестам + Аналитика старт,1,False
O0360,393,2026-08-29 09:45:18,9450.0,1,Мат анализ,1,False
O0361,144,2026-08-29 11:51:08,8950.0,2,Аналитика про + Аналитика старт,1,False
O0362,242,2026-08-29 13:44:52,8950.0,1,ML про,1,False
O0363,27,2026-08-29 14:47:39,8950.0,1,ML про,1,False
O0364,99,2026-08-29 19:35:36,8450.0,1,AI агенты,1,False
O0365,483,2026-08-29 19:38:52,8450.0,1,AI агенты,1,False
O0366,432,2026-08-29 19:39:58,17495.0,2,AI агенты + Backend про,1,False
O0367,585,2026-08-29 19:40:39,13950.0,2,AI агенты + ML про,1,False
O0368,285,2026-08-30 08:22:49,13950.0,2,AI агенты + ML про,1,False
O0369,535,2026-08-30 08:24:30,14950.0,2,Backend старт + Алгоритмы старт,1,False
O0370,573,2026-08-30 09:39:42,8950.0,1,AI агенты,1,False
O0371,531,2026-08-30 10:04:17,8950.0,1,Backend старт,1,False
O0372,411,2026-08-30 11:21:33,8545.0,1,AI агенты,1,False
O0373,284,2026-08-30 11:56:49,6975.0,1,ML про,1,False
O0374,534,2026-08-30 12:55:04,8450.0,1,AI агенты,1,False
O0375,145,2026-08-30 13:06:05,8950.0,1,Аналитика про,1,False
O0376,81,2026-08-30 13:44:26,8450.0,1,AI агенты,1,False
O0377,76,2026-08-30 14:48:44,13950.0,2,Алгоритмы про + Аналитика про,1,False
O0378,565,2026-08-30 15:30:24,13950.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0379,437,2026-08-30 16:16:42,1000.0,1,AI агенты,3,True
O0380,253,2026-08-30 17:04:49,8950.0,1,AI агенты,1,False
O0381,241,2026-08-30 17:07:59,8950.0,1,Backend старт,1,False
O0382,25,2026-08-30 18:34:15,8450.0,1,ML про,1,False
O0383,566,2026-08-30 18:45:42,8450.0,1,ML про,1,False
O0384,274,2026-08-30 23:37:30,6975.0,1,Аналитика про,1,False
O0385,14,2026-08-30 23:52:21,8950.0,1,AI агенты,1,False
O0386,90,2026-08-31 01:05:18,6975.0,1,Алгоритмы старт,1,False
O0387,538,2026-08-31 06:14:52,14950.0,2,Backend старт + Алгоритмы старт,1,False
O0388,157,2026-08-31 06:39:53,14950.0,2,AI агенты + ML про,1,False
O0389,134,2026-08-31 08:06:47,6975.0,1,Алгоритмы про,1,False
O0390,267,2026-08-31 08:26:17,8950.0,1,Аналитика про,1,False
O0391,387,2026-08-31 09:09:41,8545.0,1,AI агенты,1,False
O0392,403,2026-08-31 10:18:44,8950.0,1,Backend про,1,False
O0393,497,2026-08-31 12:11:14,8950.0,1,Backend про,1,False
O0394,26,2026-08-31 14:03:44,17950.0,2,Backend про + Дискретка,2,True
O0395,503,2026-08-31 14:40:32,14943.0,2,Аналитика про + Аналитика старт,1,False
O0396,4,2026-08-31 15:42:34,8950.0,1,AI агенты,1,False
O0397,599,2026-08-31 16:05:26,8950.0,1,Аналитика про,2,True
O0398,305,2026-08-31 17:03:19,14950.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0399,239,2026-08-31 17:06:09,8450.0,1,Аналитика про,1,False
O0400,77,2026-08-31 17:54:30,8450.0,1,Аналитика про,1,False
O0401,171,2026-08-31 18:20:33,8950.0,1,Аналитика про,1,False
O0402,272,2026-08-31 18:34:40,8950.0,1,Аналитика про,1,False
O0403,324,2026-08-31 19:22:31,8450.0,1,AI агенты,1,False
O0404,301,2026-08-31 20:57:15,17950.0,2,ML старт + Аналитика старт,1,False
O0405,390,2026-09-01 02:23:30,8975.0,1,Аналитика старт,1,False
O0406,189,2026-09-01 07:49:46,8945.0,1,Аналитика старт,1,False
O0407,495,2026-09-01 10:30:21,14950.0,2,ML про + ML старт,1,False
O0408,296,2026-09-01 10:46:43,8950.0,1,Аналитика старт,1,False
O0409,195,2026-09-01 10:54:53,8450.0,1,AI агенты,1,False
O0410,524,2026-09-01 11:54:01,8945.0,1,Аналитика про,1,False
O0411,423,2026-09-01 12:44:58,7475.0,1,ML про,1,False
O0412,115,2026-09-01 13:09:50,8945.0,1,Аналитика про,1,False
O0413,247,2026-09-01 14:59:35,14950.0,2,ML про + ML старт,1,False
O0414,144,2026-09-01 15:30:39,8950.0,1,Аналитика про,2,True
O0415,547,2026-09-01 15:53:22,14950.0,2,Backend про + Алгоритмы про,1,False
O0416,226,2026-09-01 17:03:44,7475.0,1,ML старт,1,False
O0417,34,2026-09-01 17:23:37,8945.0,1,Аналитика про,1,False
O0418,231,2026-09-01 18:08:01,41225.0,5,Алгоритмы + Дискретка + Линейная алгебра + Мат анализ + Теория вероятностей,1,False
O0419,181,2026-09-01 18:44:37,8950.0,1,Аналитика про,1,False
O0420,343,2026-09-01 19:07:54,8950.0,1,ML старт,1,False
O0421,114,2026-09-01 19:16:56,13950.0,2,AI агенты + ML про,1,False
O0422,88,2026-09-01 19:27:16,8950.0,1,AI агенты,1,False
O0423,139,2026-09-01 20:30:07,13950.0,2,AI агенты + ML старт,1,False
O0424,37,2026-09-02 04:13:14,5750.0,1,Backend про,1,False
O0425,558,2026-09-02 08:49:58,8245.0,1,Линейная алгебра,1,False
O0426,288,2026-09-02 08:57:12,8945.0,1,Аналитика про,1,False
O0427,486,2026-09-02 09:28:52,8950.0,1,Backend про,1,False
O0428,555,2026-09-02 09:38:46,14950.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0429,551,2026-09-02 09:58:19,8950.0,1,Backend про,1,False
O0430,419,2026-09-02 10:06:52,14950.0,2,ML про + Алгоритмы про,1,False
O0431,182,2026-09-02 10:14:11,8950.0,1,Backend про,1,False
O0432,244,2026-09-02 10:24:40,8950.0,1,Алгоритмы старт,1,False
O0433,50,2026-09-02 10:32:55,8950.0,1,Алгоритмы старт,1,False
O0434,541,2026-09-02 10:48:17,14950.0,2,Алгоритмы старт + Аналитика старт,1,False
O0435,523,2026-09-02 11:00:48,8450.0,1,Backend про,1,False
O0436,266,2026-09-02 11:33:22,10000.0,1,Мат анализ,1,False
O0437,128,2026-09-02 11:55:47,8945.0,1,Аналитика про,1,False
O0438,385,2026-09-02 14:17:34,11950.0,2,АВ тестам + Аналитика старт,1,False
O0439,355,2026-09-02 14:30:26,8450.0,1,Backend про,1,False
O0440,572,2026-09-02 14:54:22,8945.0,1,Аналитика про,1,False
O0441,422,2026-09-02 15:30:05,9450.0,1,Теория вероятностей,1,False
O0442,493,2026-09-02 16:44:53,9950.0,1,Линейная алгебра,1,False
O0443,264,2026-09-02 18:37:57,8450.0,2,Backend про + Алгоритмы,1,False
O0444,6,2026-09-02 19:16:28,8450.0,1,Аналитика про,1,False
O0445,404,2026-09-02 19:30:00,7475.0,1,Алгоритмы про,1,False
O0446,35,2026-09-02 22:38:59,4225.0,1,Backend про,1,False
O0447,450,2026-09-03 06:06:37,8950.0,1,Backend про,1,False
O0448,504,2026-09-03 06:27:49,5975.0,1,Аналитика старт,1,False
O0449,273,2026-09-03 08:17:51,8950.0,1,ML про,1,False
O0450,508,2026-09-03 08:29:32,5750.0,1,Backend про,2,True
O0451,395,2026-09-03 11:18:32,8950.0,1,ML про,1,False
O0452,271,2026-09-03 12:55:50,14950.0,2,ML про + Алгоритмы про,1,False
O0453,9,2026-09-03 14:55:45,8950.0,1,Аналитика про,1,False
O0454,205,2026-09-03 15:01:50,8950.0,1,Аналитика про,1,False
O0455,230,2026-09-03 15:07:18,8950.0,1,Аналитика про,1,False
O0456,330,2026-09-03 15:10:16,14950.0,2,Аналитика про + Аналитика старт,1,False
O0457,376,2026-09-03 15:43:04,6950.0,1,К ВУЗу,1,False
O0458,352,2026-09-03 16:22:06,8450.0,1,Алгоритмы про,1,False
O0459,345,2026-09-03 16:33:15,8950.0,1,Аналитика про,1,False
O0460,252,2026-09-03 16:36:15,8950.0,1,Backend про,1,False
O0461,318,2026-09-03 17:23:38,8450.0,1,Аналитика про,1,False
O0462,402,2026-09-03 17:30:08,8450.0,1,ML про,2,True
O0463,594,2026-09-03 18:16:38,5000.0,1,AI агенты,1,False
O0464,561,2026-09-03 18:55:28,18900.0,1,Теория вероятностей,1,False
O0465,409,2026-09-03 21:58:56,5000.0,1,AI агенты,1,False
O0466,3,2026-09-03 22:47:02,5975.0,1,АВ тестам,1,False
O0467,601,2026-09-04 04:51:49,22425.0,3,AI агенты + ML про + ML старт,1,False
O0468,363,2026-09-04 06:28:52,8945.0,1,Backend про,1,False
O0469,124,2026-09-04 06:34:32,9950.0,1,Линейная алгебра,1,False
O0470,490,2026-09-04 10:01:44,8450.0,1,AI агенты,1,False
O0471,326,2026-09-04 10:55:46,14950.0,2,Аналитика про + Аналитика старт,1,False
O0472,590,2026-09-04 11:04:11,8945.0,1,Backend про,1,False
O0473,379,2026-09-04 11:44:55,7475.0,1,Аналитика про,1,False
O0474,317,2026-09-04 13:16:14,8950.0,1,Аналитика про,1,False
O0475,354,2026-09-04 13:47:25,8245.0,1,Дискретка,1,False
O0476,383,2026-09-04 14:11:02,8950.0,1,Аналитика про,1,False
O0477,375,2026-09-04 14:19:28,7000.0,1,Алгоритмы про,1,False
O0478,582,2026-09-04 15:03:52,8950.0,1,Аналитика старт,1,False
O0479,378,2026-09-04 15:08:47,8950.0,1,Аналитика про,1,False
O0480,28,2026-09-04 15:15:34,14950.0,2,Аналитика про + Аналитика старт,1,False
O0481,302,2026-09-04 15:20:47,7475.0,1,Аналитика про,1,False
O0482,303,2026-09-04 15:21:52,14950.0,2,ML про + ML старт,1,False
O0483,15,2026-09-04 15:26:00,8450.0,1,Аналитика про,1,False
O0484,197,2026-09-04 15:39:31,14950.0,2,AI агенты + Backend про,1,False
O0485,574,2026-09-04 16:29:01,7475.0,1,ML про,1,False
O0486,198,2026-09-04 16:44:57,7475.0,1,Аналитика старт,1,False
O0487,576,2026-09-04 17:26:34,7475.0,1,ML старт,1,False
O0488,471,2026-09-04 18:12:51,9950.0,1,Линейная алгебра,1,False
O0489,428,2026-09-04 18:33:44,17900.0,2,ML про + ML старт,1,False
O0490,94,2026-09-04 18:49:47,8950.0,1,Backend про,1,False
O0491,1,2026-09-04 19:30:57,8950.0,1,Аналитика старт,1,False
O0492,384,2026-09-04 20:38:50,8450.0,1,Аналитика про,1,False
O0493,43,2026-09-05 07:16:30,12950.0,2,АВ тестам + Аналитика старт,1,False
O0494,309,2026-09-05 09:55:40,8950.0,1,ML про,1,False
O0495,502,2026-09-05 10:11:25,8450.0,1,ML про,1,False
O0496,591,2026-09-05 10:13:46,8450.0,1,AI агенты,1,False
O0497,394,2026-09-05 10:17:43,8950.0,1,Алгоритмы про,1,False
O0498,155,2026-09-05 10:20:56,21950.0,3,Backend про + Backend старт + Алгоритмы старт,1,False
O0499,533,2026-09-05 10:24:14,8450.0,1,AI агенты,1,False
O0500,510,2026-09-05 10:34:42,8950.0,1,AI агенты,1,False
O0501,328,2026-09-05 10:58:26,14950.0,2,ML про + Аналитика про,1,False
O0502,31,2026-09-05 11:00:21,7475.0,1,ML про,1,False
O0503,397,2026-09-05 11:02:15,8950.0,1,Аналитика старт,1,False
O0504,487,2026-09-05 11:02:17,14950.0,2,ML про + ML старт,1,False
O0505,515,2026-09-05 12:09:36,8450.0,1,Аналитика про,1,False
O0506,117,2026-09-05 12:34:35,8450.0,1,Аналитика про,1,False
O0507,517,2026-09-05 12:48:03,8950.0,1,Аналитика про,1,False
O0508,238,2026-09-05 13:28:56,8950.0,1,Backend про,1,False
O0509,406,2026-09-05 13:55:08,8450.0,1,ML про,1,False
O0510,270,2026-09-05 14:08:51,8950.0,1,Аналитика про,1,False
O0511,48,2026-09-05 14:24:29,8950.0,1,Backend про,1,False
O0512,405,2026-09-05 14:29:26,8950.0,1,Backend старт,1,False
O0513,18,2026-09-05 14:29:29,8950.0,1,Алгоритмы про,1,False
O0514,362,2026-09-05 14:52:23,8450.0,1,ML про,1,False
O0515,250,2026-09-05 14:54:24,14950.0,2,Backend про + Backend старт,1,False
O0516,540,2026-09-05 14:57:41,8950.0,1,Аналитика про,1,False
O0517,461,2026-09-05 15:01:05,14950.0,2,Аналитика про + Аналитика старт,1,False
O0518,556,2026-09-05 15:17:14,7475.0,1,Аналитика про,1,False
O0519,431,2026-09-05 15:28:29,8950.0,1,Алгоритмы старт,1,False
O0520,169,2026-09-05 15:47:16,8950.0,1,Аналитика про,1,False
O0521,245,2026-09-05 15:54:58,8950.0,1,Backend про,1,False
O0522,2,2026-09-05 16:22:48,8950.0,1,ML про,1,False
O0523,414,2026-09-05 16:25:16,8950.0,1,ML про,1,False
O0524,596,2026-09-05 16:26:36,8950.0,1,ML про,1,False
O0525,67,2026-09-05 17:04:40,8950.0,1,ML про,2,True
O0526,210,2026-09-05 17:12:38,7475.0,1,Аналитика старт,1,False
O0527,127,2026-09-05 17:27:41,8950.0,1,ML про,1,False
O0528,602,2026-09-05 17:42:39,8450.0,1,Backend про,1,False
O0529,109,2026-09-05 17:57:36,8950.0,1,ML про,1,False
O0530,398,2026-09-05 18:06:36,8950.0,1,ML про,1,False
O0531,350,2026-09-05 18:12:55,8450.0,1,Аналитика про,1,False
O0532,24,2026-09-05 18:23:21,8950.0,1,ML про,1,False
O0533,553,2026-09-05 18:27:14,8950.0,1,ML про,1,False
O0534,174,2026-09-05 18:41:16,14950.0,2,ML про + Алгоритмы про,1,False
O0535,494,2026-09-05 19:15:54,8959.0,1,Алгоритмы про,1,False
O0536,377,2026-09-05 19:24:12,14950.0,2,Аналитика про + Аналитика старт,1,False
O0537,60,2026-09-05 19:44:33,8950.0,1,ML про,1,False
O0538,545,2026-09-05 19:45:17,8950.0,1,ML про,1,False
O0539,147,2026-09-05 19:46:01,14950.0,2,ML про + ML старт,1,False
O0540,416,2026-09-05 21:19:33,13950.0,2,Backend про + ML про,1,False
O0541,188,2026-09-06 01:03:43,6975.0,1,Backend про,1,False
O0542,569,2026-09-06 08:00:03,8950.0,1,Backend про,1,False
O0543,74,2026-09-06 10:34:28,8450.0,1,AI агенты,1,False
O0544,20,2026-09-06 11:07:00,14950.0,2,Аналитика про + Аналитика старт,1,False
O0545,151,2026-09-06 11:31:11,7475.0,1,Аналитика про,1,False
O0546,42,2026-09-06 11:42:46,8450.0,1,ML про,1,False
O0547,193,2026-09-06 11:49:34,8450.0,1,AI агенты,1,False
O0548,105,2026-09-06 11:55:22,8950.0,1,Аналитика про,1,False
O0549,275,2026-09-06 11:58:58,13950.0,2,AI агенты + ML про,2,True
O0550,56,2026-09-06 12:12:33,7475.0,1,Backend старт,1,False
O0551,44,2026-09-06 12:29:18,6975.0,1,AI агенты,1,False
O0552,327,2026-09-06 12:45:38,8950.0,1,AI агенты,1,False
O0553,292,2026-09-06 12:59:39,6975.0,1,ML про,1,False
O0554,150,2026-09-06 13:11:45,8950.0,1,Backend про,1,False
O0555,59,2026-09-06 13:32:21,8950.0,1,ML про,1,False
O0556,154,2026-09-06 13:40:03,8950.0,1,Алгоритмы про,1,False
O0557,472,2026-09-06 13:45:12,8950.0,1,ML про,1,False
O0558,601,2026-09-06 14:28:33,13950.0,2,Аналитика про + Аналитика старт,2,True
O0559,22,2026-09-06 14:41:56,8450.0,1,ML про,1,False
O0560,344,2026-09-06 14:48:52,8950.0,1,AI агенты,1,False
O0561,49,2026-09-06 14:51:02,14950.0,2,AI агенты + Backend про,1,False
O0562,113,2026-09-06 15:14:57,8950.0,1,Аналитика про,1,False
O0563,366,2026-09-06 15:18:37,8950.0,4,AI агенты + ML про + ML старт + Алгоритмы старт,1,False
O0564,434,2026-09-06 15:23:19,8450.0,1,Backend про,1,False
O0565,55,2026-09-06 15:35:13,2237.5,1,AI агенты,1,False
O0566,23,2026-09-06 15:39:44,2237.5,1,ML старт,1,False
O0567,51,2026-09-06 15:46:24,2237.5,1,ML про,1,False
O0568,261,2026-09-06 16:06:04,8950.0,1,AI агенты,1,False
O0569,306,2026-09-06 16:18:59,8950.0,1,ML старт,1,False
O0570,180,2026-09-06 16:23:30,2237.5,1,Алгоритмы старт,1,False
O0571,10,2026-09-06 16:25:37,8450.0,1,Backend про,1,False
O0572,310,2026-09-06 16:38:02,14950.0,2,AI агенты + ML про,1,False
O0573,528,2026-09-06 16:54:20,8950.0,1,ML про,1,False
O0574,97,2026-09-06 17:27:55,8950.0,1,Backend про,1,False
O0575,449,2026-09-06 17:28:24,8950.0,1,Алгоритмы старт,1,False
O0576,278,2026-09-06 17:31:06,14950.0,2,Аналитика про + Аналитика старт,1,False
O0577,300,2026-09-06 17:58:00,6950.0,1,Data Science,1,False
O0578,251,2026-09-06 18:05:45,9950.0,1,Мат анализ,1,False
O0579,347,2026-09-06 18:35:08,7475.0,1,Аналитика про,1,False
O0580,359,2026-09-06 18:40:33,7475.0,1,Аналитика старт,1,False
O0581,399,2026-09-06 19:02:33,8950.0,1,ML про,1,False
O0582,530,2026-09-06 19:09:38,8950.0,1,Аналитика про,1,False
O0583,396,2026-09-06 19:15:37,9950.0,1,Мат анализ,1,False
O0584,604,2026-09-06 19:17:57,8950.0,1,Аналитика старт,1,False
O0585,593,2026-09-06 19:53:15,9950.0,1,Мат анализ,1,False
O0586,454,2026-09-07 04:33:26,8950.0,1,ML про,1,False
O0587,63,2026-09-07 05:24:57,8950.0,1,Алгоритмы про,2,True
O0588,228,2026-09-07 07:42:35,8950.0,1,AI агенты,2,True
O0589,13,2026-09-07 07:54:24,8950.0,1,AI агенты,1,False
O0590,465,2026-09-07 08:21:23,4225.0,1,Алгоритмы,1,False
O0591,125,2026-09-07 08:46:37,8950.0,1,ML про,1,False
O0592,491,2026-09-07 09:04:54,8950.0,1,Аналитика про,1,False
O0593,100,2026-09-07 09:30:42,8950.0,1,Backend старт,1,False
O0594,110,2026-09-07 10:27:06,8950.0,1,AI агенты,1,False
O0595,119,2026-09-07 11:34:36,8950.0,1,Алгоритмы про,1,False
O0596,102,2026-09-07 12:59:48,12950.0,2,AI агенты + ML про,1,False
O0597,204,2026-09-07 13:39:13,8950.0,1,ML про,1,False
O0598,214,2026-09-07 14:02:50,8950.0,1,AI агенты,1,False
O0599,254,2026-09-07 14:53:39,14950.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0600,246,2026-09-07 16:45:55,9950.0,1,Мат анализ,1,False
O0601,509,2026-09-07 16:51:31,18900.0,1,Теория вероятностей,1,False
O0602,72,2026-09-07 19:19:58,13950.0,2,AI агенты + ML про,1,False
O0603,78,2026-09-08 05:10:30,6950.0,1,Data Science,1,False
O0604,548,2026-09-08 12:45:32,13950.0,2,AI агенты + ML про,1,False
O0605,429,2026-09-08 13:04:06,9950.0,1,Мат анализ,1,False
O0606,499,2026-09-08 13:24:34,8950.0,1,Аналитика про,1,False
O0607,68,2026-09-08 17:53:12,15000.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0608,456,2026-09-08 17:57:42,9950.0,1,Мат анализ,1,False
O0609,190,2026-09-09 02:52:43,9950.0,1,Мат анализ,1,False
O0610,80,2026-09-09 04:53:08,6975.0,1,ML про,1,False
O0611,108,2026-09-09 04:53:08,6975.0,1,AI агенты,1,False
O0612,358,2026-09-09 06:30:33,8450.0,1,Аналитика про,1,False
O0613,224,2026-09-09 08:55:28,8450.0,1,Аналитика про,1,False
O0614,438,2026-09-09 13:24:37,8950.0,1,Аналитика про,1,False
O0615,283,2026-09-09 13:34:09,14950.0,2,AI агенты + ML про,1,False
O0616,381,2026-09-09 14:46:43,8950.0,1,Аналитика старт,1,False
O0617,212,2026-09-09 15:03:44,14950.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0618,567,2026-09-09 15:06:26,14950.0,2,AI агенты + Алгоритмы про,1,False
O0619,337,2026-09-09 15:41:19,7475.0,1,Алгоритмы про,1,False
O0620,349,2026-09-09 16:10:16,7475.0,1,Алгоритмы старт,1,False
O0621,123,2026-09-09 16:23:01,6450.0,1,Data Science,1,False
O0622,444,2026-09-09 16:46:07,14950.0,2,Алгоритмы про + Алгоритмы старт,1,False
O0623,36,2026-09-09 19:26:20,44750.0,5,Алгоритмы + Дискретка + Линейная алгебра + Мат анализ + Теория вероятностей,1,False
O0624,407,2026-09-09 23:11:20,8950.0,1,Линейная алгебра,1,False
O0625,196,2026-09-10 06:09:12,9950.0,1,Линейная алгебра,1,False
