order_id,user_id,amount,courses,purchase_time,is_repeat
o435,506,8950.0,AI агенты,2026-08-27 12:29:06,false
o436,526,8950.0,AI агенты,2026-08-27 13:32:56,false
o437,185,6975.0,AI агенты,2026-08-27 14:36:47,false
o438,185,6975.0,ML про,2026-08-27 14:36:47,false
o439,568,7475.0,ML старт,2026-08-27 15:10:07,false
o440,568,7475.0,Аналитика про,2026-08-27 15:10:07,true
o441,191,7462.5,AI агенты,2026-08-27 15:11:14,false
o442,191,7462.5,Алгоритмы,2026-08-27 15:11:14,false
o443,191,7462.5,Мат анализ,2026-08-27 15:11:14,false
o444,191,7462.5,Теория вероятностей,2026-08-27 15:11:14,false
o445,39,9950.0,Мат анализ,2026-08-27 17:02:28,false
o446,61,6975.0,ML про,2026-08-27 19:44:33,false
o447,61,6975.0,ML старт,2026-08-27 19:44:33,false
o448,11,6975.0,ML старт,2026-08-27 20:09:27,false
o449,122,7475.0,ML про,2026-08-27 20:55:44,false
o450,122,7475.0,ML старт,2026-08-27 20:55:44,true
o451,177,8950.0,Аналитика старт,2026-08-28 10:47:56,false
o452,219,9950.0,Мат анализ,2026-08-28 13:23:53,false
o453,322,7475.0,ML про,2026-08-28 14:03:47,false
o454,322,7475.0,Алгоритмы старт,2026-08-28 14:03:47,false
o455,289,8950.0,AI агенты,2026-08-28 16:24:51,false
o456,29,8450.0,Backend старт,2026-08-28 18:20:56,false
o457,314,8950.0,Аналитика старт,2026-08-28 18:44:36,false
o458,236,7475.0,ML про,2026-08-29 05:27:29,false
o459,340,5975.0,АВ тестам,2026-08-29 09:29:52,false
o460,340,5975.0,Аналитика старт,2026-08-29 09:29:52,true
o461,393,9450.0,Мат анализ,2026-08-29 09:45:18,false
o462,144,4475.0,Аналитика про,2026-08-29 11:51:08,false
o463,144,4475.0,Аналитика старт,2026-08-29 11:51:08,false
o464,242,8950.0,ML про,2026-08-29 13:44:52,false
o465,27,8950.0,ML про,2026-08-29 14:47:39,false
o466,99,8450.0,AI агенты,2026-08-29 19:35:36,false
o467,483,8450.0,AI агенты,2026-08-29 19:38:52,false
o468,432,8950.0,Backend про,2026-08-29 19:39:58,false
o469,585,6975.0,AI агенты,2026-08-29 19:40:39,false
o470,585,6975.0,ML про,2026-08-29 19:40:39,true
o471,285,6975.0,AI агенты,2026-08-30 08:22:49,false
o472,285,6975.0,ML про,2026-08-30 08:22:49,false
o473,535,7475.0,Backend старт,2026-08-30 08:24:30,false
o474,535,7475.0,Алгоритмы старт,2026-08-30 08:24:30,false
o475,573,8950.0,AI агенты,2026-08-30 09:39:42,false
o476,531,8950.0,Backend старт,2026-08-30 10:04:17,false
o477,432,8545.0,AI агенты,2026-08-30 10:31:12,false
o478,411,8545.0,AI агенты,2026-08-30 11:21:33,false
o479,284,6975.0,ML про,2026-08-30 11:56:49,false
o480,534,8450.0,AI агенты,2026-08-30 12:55:04,true
o481,145,8950.0,Аналитика про,2026-08-30 13:06:05,false
o482,81,8450.0,AI агенты,2026-08-30 13:44:26,false
o483,76,6975.0,Алгоритмы про,2026-08-30 14:48:44,false
o484,76,6975.0,Аналитика про,2026-08-30 14:48:44,false
o485,565,6975.0,Алгоритмы про,2026-08-30 15:30:24,false
o486,565,6975.0,Алгоритмы старт,2026-08-30 15:30:24,false
o487,437,1000.0,AI агенты,2026-08-30 16:16:42,false
o488,253,8950.0,AI агенты,2026-08-30 17:04:49,false
o489,241,8950.0,Backend старт,2026-08-30 17:07:59,false
o490,25,8450.0,ML про,2026-08-30 18:34:15,true
o491,566,8450.0,ML про,2026-08-30 18:45:42,false
o492,274,6975.0,Аналитика про,2026-08-30 23:37:30,false
o493,14,8950.0,AI агенты,2026-08-30 23:52:21,false
o494,90,6975.0,Алгоритмы старт,2026-08-31 01:05:18,false
o495,538,7475.0,Backend старт,2026-08-31 06:14:52,false
o496,538,7475.0,Алгоритмы старт,2026-08-31 06:14:52,false
o497,157,7475.0,AI агенты,2026-08-31 06:39:53,false
o498,157,7475.0,ML про,2026-08-31 06:39:53,false
o499,134,6975.0,Алгоритмы про,2026-08-31 08:06:47,false
o500,267,8950.0,Аналитика про,2026-08-31 08:26:17,true
