channel,post_id,url,date,datetime,views,post_type,is_forward,forward_from,text,recovered,deleted_at,cta_link,source_param
postypashki_old,1875,https://t.me/postypashki_old/1875,2026-08-31,2026-08-31T14:11:02+00:00,20500.0,CONTENT,False,,"Открылся отбор на стажировку в Т-Банк Задачи уже выложены в нашем чате ( тут ). Специально для участников курсов про уже мы уже выложили разбор соответствующих экзаменов. В разборе мы покажем подход к решению задач и как оформить ответ, чтобы получить высокий балл. Также на курсах будет доступно: 🔽 Курс по выходу на доход в валюте 🔽 Разбор текущей стажировки Яндекса 🔽 Гарантия оффера 🔽 Огромный банк технических вопросов 🔽 Рефералка в бигтех после защиты пет-проекта 🔽 mock-собеседования с обратной связью 📌 Вопросы и запись — менеджеру",False,,,
postypashki_old,1876,https://t.me/postypashki_old/1876,2026-09-01,2026-09-01T17:40:56+00:00,17300.0,SALE,False,,"Как НЕ продолбать год В новом учебном году нас ждет море стажировок и образовательных программ— самое время наметить цели и планы, чтобы год не прошел впустую! Стажировки Т-банк в самом разгаре , разбор уже выложен на наших курсах про . Яндекс уже обновил контест и ждет новых заявок. ВК, Сбер, Озон, Касперский и другие либо уже открыли прием заявок, либо откроют в ближайшее время. За открытием стажировок удобно следить на нашем сайте . В общем не тупим и начинаем готовиться на наших курсах, экзамены начнутся вот-вот. ➡️ Записаться . Сезонные школы Яндекс, Т-банк, ВК, МТС, Сбер и другие постоянно проводят какие-то курсы, школы, иногда даже в стенах вашего ВУЗа. Понятно, что ничего невероятного не стоит ждать от бесплатных курсов, кроме невероятного количества кринжа, но зато выпускникам дают льготы для стажировки или позиции в штат. Так, например, рекрутеры в Т-банк, когда открывается стажерская вакансия, первым делом ищут кандидатов со своих академий и финтехов. Или например Яндекс уча",False,,,
postypashki_old,1877,https://t.me/postypashki_old/1877,2026-09-02,2026-09-02T16:06:05+00:00,16900.0,SALE,False,,"5 причин, почему нужно податься на стажировку в Т-Банк Т-Банк открыл набор на стажировку до 6 сентября. Доступные направления: аналитика, разработка, ML. Задания контеста уже опубликованы здесь . Разборы уже выложены на наших карьреных курсах про . ➡️ Записаться Ниже обсудим, почему Т-Банк ежегодно становится сам желаемым местом для старта карьеры и за что так любят желтый банк. 1. Понятный отбор 🟦 Главная задача — правильно заполнить анкету и хорошо решить экзамен . В ролике подробно рассказали, что нужно для этого сделать. 🟦 На некоторых специальностях есть тест на знание направления. 🟦 Финальный этап  — собеседование одной или несколькими командами. Собеседование стандартное, если знаете теорию специальности и поделали какие-то проекты, то проход обеспечен. 🟦 Обычно финальное собеседование одно, но если оставят хороший отзыв, то вашу кандиддатуру предложат другой команде. Еще один собес можно залутать на донаборе, который происходит спустя месяц основного набора. Отбор в сравнении с",False,,,
postypashki_old,1878,https://t.me/postypashki_old/1878,2026-09-03,2026-09-03T16:06:06+00:00,14900.0,SALE,False,,"❗️ Скоро заканчивается отбор на стажировку в Т-банк Дедлайн подачи до 6 сентября, задания тут . В посте обсудим основные моменты. Разбор экзаменов уже выложен на наших соответствующих курсах ПРО . ➡️ Записаться ➡️ Обязательно подаемся И не сомневаемся, это одна из лучших опций для получения первого опыта в индустрии: можно совмещать с учебой, загрузка от 20 часов в неделю, после нее легко залететь в штат и да, вам даже будут платить за нее! Для участия нужно просто заполнить анкету и решить отбор до 6 сентября. Задания на этот раз несложные (чекаем вот тут ), но больше задач, где можно запросто ошибиться, специально сделали такие задачи, чтобы chatgpt путался с условиями и выдавал неправильные ответы и тех, кто спишет эти ответы, просто забанят в системе Т-банка. Осень - второй пик по вакансиям, стажировкам и это то самое время, которое нужно посвятить карьере и активному боту, пока учеба на низком старте. У топов собесы начнутся в конце сентября, а у работяг в октябре. ➡️ Пишем качест",False,,,
postypashki_old,1879,https://t.me/postypashki_old/1879,2026-09-05,2026-09-05T12:02:00+00:00,,DISCOUNT,False,,"Последняя возможность присоединиться к курсам ПРО и забрать оффер в Т-банк. Товарищи, уже в этот понедельник стартуют наши курсы. Для вопросов и записи на курс пишите менеджеру. Только до 06.09 цена за один курс 14 795 ₽ ➡️ 8 950 ₽. Можно выбрать направление: Backend ПРО, Алгоритмы ПРО, Аналитика ПРО, ML ПРО, ИИ-агенты ПРО. Действует гарантия: прошел курс, выполнил все рекомендации, но не получил оффер — вернем деньги. Курс длится 6 недель: теория, практика, домашние задания и пет-проект. Всё это время рядом преподаватель и куратор. Разбор Т-банка: уже выложен для участников наших курсов. На выходе ты будешь владеть более продвинутыми инструментами, стеком и сможешь претендовать на большее количество вакансий. Креатив: «Курсы ПРО», старт 07.09, цена за любой курс до 06.09 8 950 ₽ вместо 14 795 ₽.",True,2026-09-07T18:20:00+00:00,t.me/m/p94YcePXNjcy,False
postypashki_old,1880,https://t.me/postypashki_old/1880,2026-09-06,2026-09-06T09:06:06+00:00,12500.0,SALE,False,,"❗️ Через 12 часов закончится отбор на стажировку Т-банк! Разбор всех направлениях выложен только на наших карьерные курсы ПРО . ➡️ Записаться Сразу отвечу на самые популярные вопросы: ➡️ Как посмотреть свои баллы после окончания отбора? 1. Заходим в историю своего браузера 2. Ищем по preview 3. Переходим на страницу 4. Копируем айди экзамена 5. Вставляем в готовую ссылку 6. Ищем по student_score https://edu.tbank.ru/api/v1/practice-progress/сюдаВвестиАйди/info?isSelection=true Если все совсем плохо в контесте, то в личном кабинете появится реджект ""вы не прошли"". Никакого фриза в Т-банке нет, поэтому спокойно ждем следующего сезона (следующий набор на зиму будет в декабре). На официальную дату объявления результатов ориентироваться не нужно. ➡️ Когда собес? Первые приглашения начнут рассылать лучшим участникам не раньше середины сентября, а до обычных работяг доберутся только в октябре. Где-то за неделю до интервью на почту пришлют календарь, где нужно забить удобное время, и ссылку на",False,,,
postypashki_old,1881,https://t.me/postypashki_old/1881,2026-09-06,2026-09-06T12:06:08+00:00,14500.0,CONTENT,False,,Разбор экзамена на стажировку в Т-банк за подписку! Чтобы получить разбор: ➡️ Подпишитесь на нас в запрещенной странице тут ➡️ Поставьте «+» в комментариях под последней каруселью тут ➡️ После этого бот пришлёт вам материал в директ Внутри будет разбор экзамена и теста SQL на стажировку Т-банк,False,,,
postypashki_old,1882,https://t.me/postypashki_old/1882,2026-09-06,2026-09-06T15:04:47+00:00,11900.0,CONTENT,False,,"Стажировки для разработчиков В посте обсудим, куда можно податься начинающему разработчику, а также как выглядят этапы отборов. Весь процесс в целом един: Тетс/Тестовое + Анкета ➡️ Финалы. Финальных собесов может быть несколько: с рекрутером, с ментором, с руководителем, с мамой руководителя и тд. И спросить могут все, что угодно, даже тюремные загадки (математические задачи на логику). Но о том, какой базовый минимум для подачи ниже. Можно смело подаваться на начальные позиции, когда знаете базу по языку, базу по сетям и алгоритмы. Алгоритмы отдельный интересный момент. Они есть в тестах, на технических собесах и их могут спокойно спросить на финальных собесах. Нередко ребятам-олимпиадникам или ребятам с высоким рейтингом на codeforces пишут в личку сами рекрутеры и зовут на собесы, иногда скипая несколько этапов отбора. На стажировки можно податься тремя путями: 1. Массовые наборы 2. Единичные вакансии на сайте компании 3. Школы от компаний, где по итогу зовут в штат/на стажировку. Н",False,,,
postypashki_old,1883,https://t.me/postypashki_old/1883,2026-09-06,2026-09-06T17:44:11+00:00,14300.0,SALE,False,,"Слив протоколов собеседований на аналитика в Т-Банке Чтобы вы реально почувствовали насколько круты наши курсы , сливаем внутреннюю кухню - как реально проходят секции аналитики в Т-Банке. Три гайда, и они закрывают сразу два разных направления - продуктовый и бизнесовый. Еще больше закрытых материалов на наших курсах про. Короче курсы реально годный, залетаем. Отзыв нашего выпускника ниже . Каркас у собесов один - 4 этапа: рекрутёр → профильная секция → знакомство с командой → оффер. Тут как раз на разных аналитиков идет разветвление. Трек 1. Продуктовый аналитик. Техчасть делится на две секции: — Дата-анализ (60 мин) — теорвер, матстат и лайвкодинг на SQL и Python. Всё хардовое живёт тут. — Продуктовая аналитика (60 мин) — метрики, гипотезы, кейсы продукта. Хардов нет, смотрят на мышление и умение доводить решение до конечной точки. Гайд ""Продуктовая аналитика"" - как раз про это: 21 разобранный кейс (условие → ход решения → на что смотрит интервьюер → усложнения), матрица компетенций",False,,,
postypashki_old,1886,https://t.me/postypashki_old/1886,2026-09-06,2026-09-06T17:44:24+00:00,13500.0,CONTENT,False,,,False,,,
postypashki_old,1887,https://t.me/postypashki_old/1887,2026-09-07,2026-09-07T10:47:40+00:00,18000.0,CONTENT,False,,"Уметь считать ≠ уметь анализировать С 7 по 13 сентября проводим бесплатную неделю «Аналитика вне SQL» — мини-симулятор реальной работы аналитика. Можно нормально знать SQL, статистику, Python, строить дашборды — и всё равно теряться, когда на собеседовании или на работе тебя спрашивают: «У нас упала выручка. Разберись, почему». Потому что в реальной работе сначала нужно понять, что происходит с бизнесом, какой вопрос мы решаем и какое решение должно появиться на выходе . За 7 дней вы: ⏩ решите 3 продуктовых кейса — от бизнес-задачи до решения ⏩ встретитесь с HR, который работал в X5 и Яндексе и нанимал людей от стажёров до топ-менеджеров ⏩ поговорите с senior-аналитиком Avito о том, как меняется работа аналитика по мере роста ⏩ поучаствуете в первом аналитическом хакатоне Поступашек На хакатоне вы соберётесь в команды, получите реальный продуктовый кейс и за выходные пройдёте весь путь аналитика: разберётесь в проблеме, поработаете с данными, предложите решение и защитите его. 💰 Приз —",False,,,
postypashki_old,1892,https://t.me/postypashki_old/1892,2026-09-07,2026-09-07T14:05:21+00:00,13000.0,LAUNCH,False,,"Слив протоколов АВ тестирования для кейс-интервью X5 Наши выпускники не только сейчас активно проходят собесы, но и уже давно закрепились в штате и проводят собесы. В честь нашей открытой недели по аналитике , которое стартует уже сегодня, делимся гайдом по проведению АВ тестирования в Х5 на основе внутренних методичек, публичных выступлений и протоколов проведения собеседований. Делитесь с друзьями такой годной! Присоединиться к открытой недели можно по ссылке: https://t.me/+j_RdPEr7JudjNWM0 Подписаться: @postypashki_old",False,,,
postypashki_old,1893,https://t.me/postypashki_old/1893,2026-09-07,2026-09-07T15:51:46+00:00,12100.0,CONTENT,False,,"Товарищи, ждем вас в 19:00 на нашем первом занятии на курсе Аналитика вне SQL Будем обсуждать, как бизнес и аналитика связаны между собой, а также решим продуктовый кейс Личное приглашение от куратора курса ниже 👇🏻 Ссылка на встречу в канале курса",False,,,
postypashki_old,1894,https://t.me/postypashki_old/1894,2026-09-07,2026-09-07T15:51:57+00:00,12700.0,CONTENT,False,,,False,,,
postypashki_old,1895,https://t.me/postypashki_old/1895,2026-09-08,2026-09-08T15:27:01+00:00,11900.0,SALE,False,,"Собрали все задачи с алгосекции в Яндексе в одном файле с разбором частых ошибок, все это закрывают наши курсы по алгоритмам. Сохраняй и делись с друзьями такой годнотой! 🔥 Кстати а контест со стажировки уже разобран на соответствующих наших курсах ПРО . ➡ Записаться . Подписаться: @postypashki_old",False,,,
postypashki_old,1897,https://t.me/postypashki_old/1897,2026-09-09,2026-09-09T14:17:20+00:00,9830.0,CONTENT,False,,"Как готовиться к софт собесам в Авито Очень актуальный вопрос в эпоху, когда заботать технические собесы - это лишь вопрос времени. Команды нередко отбирают кадидатов просто по вайбику. Поэтому в посте обсудим, как зафититься на начальные позиции в Авито (без ограничения общности). Более подробно про Авито можно узнать на нашем бесплатном мини-интенсиве ""Аналитика вне SQL "" завтра в 19:00 будет встреча с экспертом из Авито. Присоединиться можно по ссылке: https://t.me/+j_RdPEr7JudjNWM0 Лендинг компании, набора или анкета Большинство качеств, которые от вас ожидают, написаны на лендинге или в анкете. Не пожалейте времени, буквально 10-20 минут: прошерстите сайтик и выпишите все качества и характеристики, которые ждут от кандидатов. Дальше переходим на страницу конкретной программы, допустим, буткемпа аналитики . Тыкаем на все вкладки и собираем максимум инфы. Так мы узнаем общие ожидания, примеры задач и опыт других ребят. В данном случае из требований интересно выделить “Умеете структу",False,,,
postypashki_old,1898,https://t.me/postypashki_old/1898,2026-09-10,2026-09-10T08:59:39+00:00,9040.0,CONTENT,False,,"Как хакнуть HR В рамках открытой недели ""Аналитика вне SQL"" встретились с HR-экспертом, который нанимал IT-спецов от стажера до топ-менеджмента в X5 и Яндексе . Вместе разбирались, что вообще происходит по ту сторону отклика: почему хорошее резюме может получить отказ, как работает ATS, что смотрит HR и почему одних кандидатов зовут дальше, а других — нет. Запись встречи уже лежит в канале . Но чтобы не пересматривать ее каждый раз перед собеседованием, мы собрали все самое важное в гайд «Как попасть на собеседование и пройти его» . Сохраняйте и делитесь с друзьями! А здесь отдельно вынесем несколько важных пунктов: 1. Увидели вакансию — лучше откликнуться сразу. HR достаточно быстро собирает первую подборку подходящих кандидатов и дальше уже работает с ней вместе с нанимающим менеджером. Вакансия при этом может продолжать висеть. Поэтому иногда кандидат на 10/10 просто пришёл позже и не успел попасть в папку кандидатов. 2. ATS помнит больше, чем одно ваше резюме. Это не только фильтр ",False,,,
postypashki_old,1899,https://t.me/postypashki_old/1899,2026-09-10,2026-09-10T14:06:13+00:00,9350.0,SALE,False,,"Продолжаем знакомиться с талантливыми учениками Поступашек Сегодня в гостях - Катя Деева , амбасодор СВЭГА. Сейчас Катя работает в Ozon Fresh, а до этого успела попробовать себя в аналитике и продакт-менеджменте в крупных компаниях и пройти довольно непростой путь поиска того, чем вообще хочется заниматься. Смотрим интервью по ссылке: https://youtu.be/5Da-YtxUpSE Обсудили самые актуальные темы зумеров: — Как найти парня — Как делать эти самые ""социальные связи"" (нетворк) — Как кейс-чемпионаты помогли Кате построить карьеру — Работу аналитиком в Sber AI, VK, МТС — Работу продакт менеджером в Яндекс рекламе, Яндекс Маркете, Яндекс GO — лицей НИУ ВШЭ и факультет бизнес-информатики Получился разговор не только про карьеру и образование, но и про то, как пробовать разное, ошибаться, менять решения и постепенно понимать, чем действительно хочется заниматься. А если хотите вырасти в такого же сильного специалиста как Катя, за которым охотятся топ-компании, приходите на наш курс ""Аналитика ПРО",False,,,
